Category,Release Date,Series,Set,Card_Number,Card Number Order,Card ID,Card Name,Language,Rarity,Image,Card_Url,Edition,Surface,Variant
Pokemon,10/20/2001,Web Era,Web,006/048,6,PKM2001SUMO#WEB000000000006JPNUNLM####,Growlithe,Japanese,Common,https://content.tcgcollector.com/content/images/f0/98/92/f098925a934967ff7a138da846b86b9a75eb14c1de7fe7b4e69cb2067841e149.jpg,https://www.tcgcollector.com/cards/31298/growlithe-pokemon-web-006-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,014/048,14,PKM2001SUMO#WEB000000000014JPNUNLM####,Hitmonlee,Japanese,Common,https://content.tcgcollector.com/content/images/0d/d1/26/0dd1262c0e315124313714caa34d40e690f9b9a02c0f378bc4f88fa74e3fd486.jpg,https://www.tcgcollector.com/cards/31306/hitmonlee-pokemon-web-014-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,031/048,31,PKM2001SUMO#WEB000000000031JPNUNLM####,Hyper Devolution Spray,Japanese,Uncommon,https://content.tcgcollector.com/content/images/93/bb/51/93bb5184a6c0083eabf1576b60ff027b865daac6774e71409f20d2252609768f.jpg,https://www.tcgcollector.com/cards/31323/hyper-devolution-spray-pokemon-web-031-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,001/048,1,PKM2001SUMO#WEB000000000001JPNUNLM####,Ivysaur,Japanese,Common,https://content.tcgcollector.com/content/images/82/cb/e8/82cbe8b58445a0633e982a5413296a20205cc36cdd66fe0334171bd43f64b591.jpg,https://www.tcgcollector.com/cards/31293/ivysaur-pokemon-web-001-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,048/048,48,PKM2001SUMO#WEB000000000048JPNUNLM###H,Machamp,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/9e/a6/39/9ea639d56536529542512a787e38d4f4311cd9fd53bd66157a204938cea5670f.jpg,https://www.tcgcollector.com/cards/31340/machamp-pokemon-web-048-048,Unlimited,Holo,
Pokemon,10/20/2001,Web Era,Web,035/048,35,PKM2001SUMO#WEB000000000035JPNUNLM####,Magikarp,Japanese,Rare,https://content.tcgcollector.com/content/images/c3/48/61/c34861f3dfcd698f8802e1798cbf230787fe260efee9d3a13708400fbee48253.jpg,https://www.tcgcollector.com/cards/31327/magikarp-pokemon-web-035-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,010/048,10,PKM2001SUMO#WEB000000000010JPNUNLM####,Marill,Japanese,Common,https://content.tcgcollector.com/content/images/5e/42/7f/5e427fad97d485c20d366fd3a7d877099823e1e27e572c2bb4ebb74fcc3400ef.jpg,https://www.tcgcollector.com/cards/31302/marill-pokemon-web-010-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,030/048,30,PKM2001SUMO#WEB000000000030JPNUNLM####,Max Revive,Japanese,Uncommon,https://content.tcgcollector.com/content/images/4b/2c/6c/4b2c6c4baa370fb7409611a53cbb12aeee01a574b729de964f87c28f54fc4e7b.jpg,https://www.tcgcollector.com/cards/31322/max-revive-pokemon-web-030-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,043/048,43,PKM2001SUMO#WEB000000000043JPNUNLM###H,Moltres,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/25/d3/e9/25d3e95c9d8664be79291ff78066cf3606013520f913fe4b3c360da4cfc5897a.jpg,https://www.tcgcollector.com/cards/31335/moltres-pokemon-web-043-048,Unlimited,Holo,
Pokemon,10/20/2001,Web Era,Web,016/048,16,PKM2001SUMO#WEB000000000016JPNUNLM####,New Pokédex,Japanese,Common,https://content.tcgcollector.com/content/images/8c/c5/a0/8cc5a0d167c48c126efa8ff02511f2c70d60552a8a2817c6b9f0f2d476a12165.jpg,https://www.tcgcollector.com/cards/31308/new-pokedex-pokemon-web-016-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,033/048,33,PKM2001SUMO#WEB000000000033JPNUNLM####,Nidoking,Japanese,Rare,https://content.tcgcollector.com/content/images/3e/72/28/3e72288220e7520d1374ab52d551d9e00c62e54ae3236da6a703699807b9e53d.jpg,https://www.tcgcollector.com/cards/31325/nidoking-pokemon-web-033-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,002/048,2,PKM2001SUMO#WEB000000000002JPNUNLM####,Nidoran M,Japanese,Common,https://content.tcgcollector.com/content/images/71/5f/d3/715fd3c35221b9e0259078e9a8411a998bfb5974fddcfb658bb3b8ca55de017e.jpg,https://www.tcgcollector.com/cards/31294/nidoran-male-pokemon-web-002-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,018/048,18,PKM2001SUMO#WEB000000000018JPNUNLM####,Nidorino,Japanese,Uncommon,https://content.tcgcollector.com/content/images/4c/7b/d6/4c7bd68c312125f0db038ee9d53dfcdadb885d0dc40837dc7496ef969ef1fcb1.jpg,https://www.tcgcollector.com/cards/31310/nidorino-pokemon-web-018-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,034/048,34,PKM2001SUMO#WEB000000000034JPNUNLM####,Ninetales,Japanese,Rare,https://content.tcgcollector.com/content/images/0f/cd/37/0fcd3793b56d320ca1eb5f0b6d4862e68bc0c94909f7e9bf6be126f05858e8fe.jpg,https://www.tcgcollector.com/cards/31326/ninetales-pokemon-web-034-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,032/048,32,PKM2001SUMO#WEB000000000032JPNUNLM####,Pokémon Retransfer,Japanese,Uncommon,https://content.tcgcollector.com/content/images/05/14/81/0514819462581378dd445b1f32b86614477326f623b2c1d5a5eaba66fa7331ca.jpg,https://www.tcgcollector.com/cards/31324/pokemon-retransfer-pokemon-web-032-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,036/048,36,PKM2001SUMO#WEB000000000036JPNUNLM####,Raichu,Japanese,Rare,https://content.tcgcollector.com/content/images/60/03/44/60034406705a472e8b555099feceab9558d03b029c876243b0043b790cbdfd32.jpg,https://www.tcgcollector.com/cards/31328/raichu-pokemon-web-036-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,040/048,40,PKM2001SUMO#WEB000000000040JPNUNLM####,Rocket's Sneak Attack,Japanese,Rare,https://content.tcgcollector.com/content/images/68/b2/69/68b2692085199a7575e78ea753dfa6dcb8f319c382f5652fcabc919339ef731d.jpg,https://www.tcgcollector.com/cards/31332/rockets-sneak-attack-pokemon-web-040-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,012/048,12,PKM2001SUMO#WEB000000000012JPNUNLM####,Slowpoke,Japanese,Common,https://content.tcgcollector.com/content/images/d8/81/67/d88167d7236ba42259af689a535c63a8f84e6b6b80ed513d8057d911755cdb67.jpg,https://www.tcgcollector.com/cards/31304/slowpoke-pokemon-web-012-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,025/048,25,PKM2001SUMO#WEB000000000025JPNUNLM####,Surfing Pikachu,Japanese,Uncommon,https://content.tcgcollector.com/content/images/19/26/91/1926919f84e1067a123c5e8e75044a74773ac41a9b062fc3f48cc63c6b5b81cc.jpg,https://www.tcgcollector.com/cards/31317/surfing-pikachu-pokemon-web-025-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,005/048,5,PKM2001SUMO#WEB000000000005JPNUNLM####,Tangela,Japanese,Common,https://content.tcgcollector.com/content/images/7f/ac/27/7fac27cf18b4295024cf84fe1dfa52d8c420daa1888262a6a356d195de9b5b5f.jpg,https://www.tcgcollector.com/cards/31297/tangela-pokemon-web-005-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,039/048,39,PKM2001SUMO#WEB000000000039JPNUNLM####,Team Rocket's Meowth,Japanese,Rare,https://content.tcgcollector.com/content/images/a6/fe/ec/a6feec60214bfa81fe2fedb33327d457860d1a11ab4d30eec0f80557efc403fc.jpg,https://www.tcgcollector.com/cards/31331/team-rockets-meowth-pokemon-web-039-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,019/048,19,PKM2001SUMO#WEB000000000019JPNUNLM####,Venomoth,Japanese,Uncommon,https://content.tcgcollector.com/content/images/0f/90/38/0f9038a4b403235223ff02143c07ea24512cfb1816d8cf7ed89f33791861c108.jpg,https://www.tcgcollector.com/cards/31311/venomoth-pokemon-web-019-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,003/048,3,PKM2001SUMO#WEB000000000003JPNUNLM####,Venonat,Japanese,Common,https://content.tcgcollector.com/content/images/67/b4/1c/67b41ca3a905c68b45fb219fc3767b8b8cb86e03ca17b0a0f689aab7cda5cf53.jpg,https://www.tcgcollector.com/cards/31295/venonat-pokemon-web-003-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,011/048,11,PKM2001SUMO#WEB000000000011JPNUNLM####,Voltorb,Japanese,Common,https://content.tcgcollector.com/content/images/21/27/ec/2127ec1132b80b30f97bf32a7f96dcec4b134cebc9c0c1cf6336d8e45ec19d23.jpg,https://www.tcgcollector.com/cards/31303/voltorb-pokemon-web-011-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,008/048,8,PKM2001SUMO#WEB000000000008JPNUNLM####,Vulpix,Japanese,Common,https://content.tcgcollector.com/content/images/99/b3/6c/99b36c31664968062afa11067c44be8faf4f67c7c13f8b967c3e910a4615af64.jpg,https://www.tcgcollector.com/cards/31300/vulpix-pokemon-web-008-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,009/048,9,PKM2001SUMO#WEB000000000009JPNUNLM####,Wartortle,Japanese,Common,https://content.tcgcollector.com/content/images/8c/52/a3/8c52a38288472bf1246a71d658d9fa0315db27adf3fd9df5ddeaac9dfc6d940c.jpg,https://www.tcgcollector.com/cards/31301/wartortle-pokemon-web-009-048,Unlimited,,
Pokemon,10/20/2001,Web Era,Web,046/048,46,PKM2001SUMO#WEB000000000046JPNUNLM###H,Zapdos,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/18/be/63/18be6357d254c08fbcb864526363b84ea019932a5654f4655697c971a38933f6.jpg,https://www.tcgcollector.com/cards/31338/zapdos-pokemon-web-046-048,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,018/128,18,PKM2001SUMOBASE000000000018JPNUNLM####,Abra,Japanese,Common,https://content.tcgcollector.com/content/images/cb/d4/48/cbd44834c2b13236ff2900567378733d83ce0bdebdf62576b29fa56057b56ac0.jpg,https://www.tcgcollector.com/cards/29181/abra-base-expansion-pack-018-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,084/128,84,PKM2001SUMOBASE000000000084JPNUNLM####,Alakazam,Japanese,Rare,https://content.tcgcollector.com/content/images/9c/8f/45/9c8f45d6da63bbbd2e9e29cad00437c38f34da8341a9054c53a86e3dc6b52046.jpg,https://www.tcgcollector.com/cards/29247/alakazam-base-expansion-pack-084-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,116/128,116,PKM2001SUMOBASE000000000116JPNUNLM###H,Alakazam,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/8b/b2/e1/8bb2e1a4dbe9e402b2522aeb674c76fbafa24244bb64f3cc751847b43b841dbc.jpg,https://www.tcgcollector.com/cards/29279/alakazam-base-expansion-pack-116-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,083/128,83,PKM2001SUMOBASE000000000083JPNUNLM####,Ampharos,Japanese,Rare,https://content.tcgcollector.com/content/images/12/b7/75/12b77574dc54e1a823bd13245967777a6d7c01ea2a356f1d41d6732ac2102e34.jpg,https://www.tcgcollector.com/cards/29246/ampharos-base-expansion-pack-083-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,115/128,115,PKM2001SUMOBASE000000000115JPNUNLM###H,Ampharos,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/e1/01/c6/e101c64f2a61d5d1f6e0cbe27d2b94fc2c91cc104d5ac7304423a9beb3383042.jpg,https://www.tcgcollector.com/cards/29278/ampharos-base-expansion-pack-115-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,067/128,67,PKM2001SUMOBASE000000000067JPNUNLM####,Arbok,Japanese,Rare,https://content.tcgcollector.com/content/images/84/f4/38/84f4385f92f57af5dd9d7d958044e95cec4d2edd4fd5cbef7fc4529ed8512cf6.jpg,https://www.tcgcollector.com/cards/29230/arbok-base-expansion-pack-067-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,099/128,99,PKM2001SUMOBASE000000000099JPNUNLM###H,Arbok,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/70/65/09/70650963f4d6797d34af891aa2cf011470e37975fcb0bd54b83323abd1a41557.jpg,https://www.tcgcollector.com/cards/29262/arbok-base-expansion-pack-099-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,060/128,60,PKM2001SUMOBASE000000000060JPNUNLM####,Bill's Maintenance,Japanese,Uncommon,https://content.tcgcollector.com/content/images/b9/be/bf/b9bebf5c61ebdb5c3fb928079998ad79d97206456d90a10c04f9e691a88edf92.jpg,https://www.tcgcollector.com/cards/29223/bills-maintenance-base-expansion-pack-060-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,076/128,76,PKM2001SUMOBASE000000000076JPNUNLM####,Blastoise,Japanese,Rare,https://content.tcgcollector.com/content/images/e2/40/5b/e2405b4897c91a252689e44f0418aec282795a7c66706584493173a4444254d5.jpg,https://www.tcgcollector.com/cards/29239/blastoise-base-expansion-pack-076-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,108/128,108,PKM2001SUMOBASE000000000108JPNUNLM###H,Blastoise,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/17/68/4b/17684b6235b4a9e8af4c4991967c64f72823df96eb46e8213089b33cdf8a1b0f.jpg,https://www.tcgcollector.com/cards/29271/blastoise-base-expansion-pack-108-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,066/128,66,PKM2001SUMOBASE000000000066JPNUNLM####,Butterfree,Japanese,Rare,https://content.tcgcollector.com/content/images/97/15/8b/97158b08187da52924873eb193f7b8a48abb4f8eebdfed32bba016ec6125333e.jpg,https://www.tcgcollector.com/cards/29229/butterfree-base-expansion-pack-066-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,098/128,98,PKM2001SUMOBASE000000000098JPNUNLM###H,Butterfree,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/ff/ea/da/ffeada8dff948e6eca66d01284c01a6a11e558128290aed30fb8a98871881029.jpg,https://www.tcgcollector.com/cards/29261/butterfree-base-expansion-pack-098-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,003/128,3,PKM2001SUMOBASE000000000003JPNUNLM####,Caterpie,Japanese,Common,https://content.tcgcollector.com/content/images/07/46/96/0746966a45c92942f6b3921c40e734fad62aa22f34f99ecf45314862d17681e1.jpg,https://www.tcgcollector.com/cards/29166/caterpie-base-expansion-pack-003-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,047/128,47,PKM2001SUMOBASE000000000047JPNUNLM####,Chansey,Japanese,Uncommon,https://content.tcgcollector.com/content/images/fe/d7/d5/fed7d5ca179004f841c4ebea6e3ffe316c0cfec0e545e7277155caa49504df14.jpg,https://www.tcgcollector.com/cards/29210/chansey-base-expansion-pack-047-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,071/128,71,PKM2001SUMOBASE000000000071JPNUNLM####,Charizard,Japanese,Rare,https://content.tcgcollector.com/content/images/0d/dd/3f/0ddd3f802c9cc343ec0ffc488ea6831d9bf077e5413cfa25d4cdaf34ea746540.jpg,https://www.tcgcollector.com/cards/29234/charizard-base-expansion-pack-071-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,103/128,103,PKM2001SUMOBASE000000000103JPNUNLM###H,Charizard,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/b2/f9/94/b2f9949315173cbfa05d8fc44cffb9a421fa152f03fdda2fe2570b2c48571c2a.jpg,https://www.tcgcollector.com/cards/29266/charizard-base-expansion-pack-103-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,093/128,93,PKM2001SUMOBASE000000000093JPNUNLM####,Clefable,Japanese,Rare,https://content.tcgcollector.com/content/images/73/17/01/731701039aa11c8601481865c8a2aa5509a65c44bc4d4e575c455f97c1fcdf88.jpg,https://www.tcgcollector.com/cards/29256/clefable-base-expansion-pack-093-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,125/128,125,PKM2001SUMOBASE000000000125JPNUNLM###H,Clefable,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/ea/e2/a4/eae2a4f932e65082c52f3c5f8b9deb3cfca9a59abc94d948c2a0c3dfd2dd7fbb.jpg,https://www.tcgcollector.com/cards/29288/clefable-base-expansion-pack-125-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,028/128,28,PKM2001SUMOBASE000000000028JPNUNLM####,Clefairy,Japanese,Common,https://content.tcgcollector.com/content/images/66/0b/1c/660b1c72ef3f544bf29aca530d8bf8df8bef1baca4e0832cc6c732187d960891.jpg,https://www.tcgcollector.com/cards/29191/clefairy-base-expansion-pack-028-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,078/128,78,PKM2001SUMOBASE000000000078JPNUNLM####,Cloyster,Japanese,Rare,https://content.tcgcollector.com/content/images/cf/75/21/cf75217aafc1f42d24c3226d71b1e703a0b2d26158ed4a740fdbc5dd7a641557.jpg,https://www.tcgcollector.com/cards/29241/cloyster-base-expansion-pack-078-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,110/128,110,PKM2001SUMOBASE000000000110JPNUNLM###H,Cloyster,Japanese,Rare Holo,https://content.tcgcollector.com/content/images/95/74/3f/95743fe48dad4752b0f9e7c1408d04c16e371b91555de6049acd5c458e93b331.jpg,https://www.tcgcollector.com/cards/29273/cloyster-base-expansion-pack-110-128,Unlimited,Holo,
Pokemon,12/01/2001,e-Card Era,Base Set,063/128,63,PKM2001SUMOBASE000000000063JPNUNLM####,Copycat,Japanese,Uncommon,https://content.tcgcollector.com/content/images/27/01/36/270136e9f8248719ec34c86e2faa6ed54305b7f3f4279aa6b97e8cc53ca9b734.jpg,https://www.tcgcollector.com/cards/29226/copycat-base-expansion-pack-063-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,015/128,15,PKM2001SUMOBASE000000000015JPNUNLM####,Corsola,Japanese,Common,https://content.tcgcollector.com/content/images/80/4d/fb/804dfb4ddc15757ff2df01e154e08bc6cbb9fe8d9dbcd2c3616c84e270f413d2.jpg,https://www.tcgcollector.com/cards/29178/corsola-base-expansion-pack-015-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,023/128,23,PKM2001SUMOBASE000000000023JPNUNLM####,Cubone,Japanese,Common,https://content.tcgcollector.com/content/images/6a/3d/c7/6a3dc7b5e1ad60928a6c19255e82dfbaf6632ebb9d49574d9fe2fd9585e8c580.jpg,https://www.tcgcollector.com/cards/29186/cubone-base-expansion-pack-023-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,020/128,20,PKM2001SUMOBASE000000000020JPNUNLM####,Diglett,Japanese,Common,https://content.tcgcollector.com/content/images/2c/5b/ed/2c5bed619a6cb1f122f0b0abf0a14456190423a0df1bcd370f4fb54ecedf26db.jpg,https://www.tcgcollector.com/cards/29183/diglett-base-expansion-pack-020-128,Unlimited,,
Pokemon,12/01/2001,e-Card Era,Base Set,048/128,48,PKM2001SUMOBASE000000000048JPNUNLM####,Dragonair,Japanese,Uncommon,https://content.tcgcollector.com/content/images/c6/67/5a/c6675a0a0c3550970c828de002fb4abafb5fe2533d7e52b889b6428147806ce0.jpg,https://www.tcgcollector.com/cards/29211/dragonair-base-expansion-pack-048-128,Unlimited,,
